model,category,seed,phase,ctype,severity,rescue,image_AUROC
PaDiM,grid,42,rescue,low_light,severe,CLAHE,0.7886382341384888
PaDiM,grid,42,rescue,low_light,severe,Retinex,0.2418546378612518
PaDiM,grid,42,degradation,gaussian_blur,mild,none,0.8897243738174438
PaDiM,grid,42,degradation,gaussian_blur,moderate,none,0.8521302938461304
PaDiM,grid,42,degradation,gaussian_blur,severe,none,0.8830409646034241
PaDiM,grid,42,rescue,gaussian_blur,severe,Wiener,0.4649122953414917
PaDiM,grid,42,degradation,motion_blur,mild,none,0.6992481350898743
PaDiM,grid,42,degradation,motion_blur,moderate,none,0.5747702717781067
PaDiM,grid,42,degradation,motion_blur,severe,none,0.5430241823196411
PaDiM,grid,42,rescue,motion_blur,severe,Wiener (Motion PSF),0.5827067494392395
PaDiM,grid,42,degradation,sensor_noise,mild,none,0.4352547824382782
PaDiM,grid,42,degradation,sensor_noise,moderate,none,0.4954051375389099
PaDiM,grid,42,degradation,sensor_noise,severe,none,0.4795321524143219
PaDiM,grid,42,rescue,sensor_noise,severe,NLM Denoise,0.6641603708267212
PaDiM,grid,42,degradation,fog_haze,mild,none,0.791979968547821
PaDiM,grid,42,degradation,fog_haze,moderate,none,0.6040099859237671
PaDiM,grid,42,degradation,fog_haze,severe,none,0.4381787478923797
PaDiM,grid,42,rescue,fog_haze,severe,Dehaze (Dark Channel),0.347953200340271
PaDiM,grid,123,baseline,clean,none,none,0.9281537532806396
PaDiM,grid,123,degradation,low_light,mild,none,0.7284878492355347
PaDiM,grid,123,degradation,low_light,moderate,none,0.7786132097244263
PaDiM,grid,123,degradation,low_light,severe,none,0.7360066175460815
PaDiM,grid,123,rescue,low_light,severe,CLAHE,0.6783626079559326
PaDiM,grid,123,rescue,low_light,severe,Retinex,0.682121992111206
PaDiM,grid,123,degradation,gaussian_blur,mild,none,0.9064327478408812
PaDiM,grid,123,degradation,gaussian_blur,moderate,none,0.5346699953079224
PaDiM,grid,123,degradation,gaussian_blur,severe,none,0.4870509505271911
PaDiM,grid,123,rescue,gaussian_blur,severe,Wiener,0.5
PaDiM,grid,123,degradation,motion_blur,mild,none,0.7710943818092346
PaDiM,grid,123,degradation,motion_blur,moderate,none,0.6491228342056274
PaDiM,grid,123,degradation,motion_blur,severe,none,0.6253132820129395
PaDiM,grid,123,rescue,motion_blur,severe,Wiener (Motion PSF),0.5012531280517578
PaDiM,grid,123,degradation,sensor_noise,mild,none,0.7410192489624023
PaDiM,grid,123,degradation,sensor_noise,moderate,none,0.7886382341384888
PaDiM,grid,123,degradation,sensor_noise,severe,none,0.7326650023460388
PaDiM,grid,123,rescue,sensor_noise,severe,NLM Denoise,0.5284043550491333
PaDiM,grid,123,degradation,fog_haze,mild,none,0.8370926976203918
PaDiM,grid,123,degradation,fog_haze,moderate,none,0.5513784289360046
PaDiM,grid,123,degradation,fog_haze,severe,none,0.4043442010879516
PaDiM,grid,123,rescue,fog_haze,severe,Dehaze (Dark Channel),0.4235588908195495
PaDiM,grid,456,baseline,clean,none,none,0.9732665419578552
PaDiM,grid,456,degradation,low_light,mild,none,0.9431913495063782
PaDiM,grid,456,degradation,low_light,moderate,none,0.9097744226455688
PaDiM,grid,456,degradation,low_light,severe,none,0.8262322545051575
PaDiM,grid,456,rescue,low_light,severe,CLAHE,0.7994987368583679
PaDiM,grid,456,rescue,low_light,severe,Retinex,0.8011695742607117
PaDiM,grid,456,degradation,gaussian_blur,mild,none,0.6750208735466003
PaDiM,grid,456,degradation,gaussian_blur,moderate,none,0.5455304980278015
PaDiM,grid,456,degradation,gaussian_blur,severe,none,0.5680869221687317
PaDiM,grid,456,rescue,gaussian_blur,severe,Wiener,0.5
PaDiM,grid,456,degradation,motion_blur,mild,none,0.6023391485214233
PaDiM,grid,456,degradation,motion_blur,moderate,none,0.5142021775245667
PaDiM,grid,456,degradation,motion_blur,severe,none,0.5221387147903442
PaDiM,grid,456,rescue,motion_blur,severe,Wiener (Motion PSF),0.5296574831008911
