model,dataset,category,seed,phase,ctype,severity,rescue,image_AUROC
PatchCore,VisA,cashew,456,rescue,low_light,mild,Retinex,0.4968999922275543
PatchCore,VisA,cashew,456,degradation,low_light,moderate,none,0.7860000133514404
PatchCore,VisA,cashew,456,rescue,low_light,moderate,CLAHE,0.7508000135421753
PatchCore,VisA,cashew,456,rescue,low_light,moderate,Retinex,0.4900000095367431
PatchCore,VisA,cashew,456,degradation,low_light,severe,none,0.4899999797344208
PatchCore,VisA,cashew,456,rescue,low_light,severe,CLAHE,0.4770000278949737
PatchCore,VisA,cashew,456,rescue,low_light,severe,Retinex,0.5
PatchCore,VisA,cashew,456,degradation,gaussian_blur,mild,none,0.9120000004768372
PatchCore,VisA,cashew,456,rescue,gaussian_blur,mild,Wiener,0.5
PatchCore,VisA,cashew,456,degradation,gaussian_blur,moderate,none,0.5
PatchCore,VisA,cashew,456,rescue,gaussian_blur,moderate,Wiener,0.5
PatchCore,VisA,cashew,456,degradation,gaussian_blur,severe,none,0.5
PatchCore,VisA,cashew,456,rescue,gaussian_blur,severe,Wiener,0.5
PatchCore,VisA,cashew,456,degradation,motion_blur,mild,none,0.9199999570846558
PatchCore,VisA,cashew,456,rescue,motion_blur,mild,Wiener (Motion PSF),0.5
PatchCore,VisA,cashew,456,degradation,motion_blur,moderate,none,0.5
PatchCore,VisA,cashew,456,rescue,motion_blur,moderate,Wiener (Motion PSF),0.5
PatchCore,VisA,cashew,456,degradation,motion_blur,severe,none,0.5
PatchCore,VisA,cashew,456,rescue,motion_blur,severe,Wiener (Motion PSF),0.5
PatchCore,VisA,cashew,456,degradation,sensor_noise,mild,none,0.7572000026702881
PatchCore,VisA,cashew,456,rescue,sensor_noise,mild,NLM Denoise,0.6741999983787537
PatchCore,VisA,cashew,456,degradation,sensor_noise,moderate,none,0.600600004196167
PatchCore,VisA,cashew,456,rescue,sensor_noise,moderate,NLM Denoise,0.6173999905586243
PatchCore,VisA,cashew,456,degradation,sensor_noise,severe,none,0.4796000123023987
PatchCore,VisA,cashew,456,rescue,sensor_noise,severe,NLM Denoise,0.4494000077247619
PatchCore,VisA,cashew,456,degradation,fog_haze,mild,none,0.6462000012397766
PatchCore,VisA,cashew,456,rescue,fog_haze,mild,Dehaze (Dark Channel),0.5145000219345093
PatchCore,VisA,cashew,456,degradation,fog_haze,moderate,none,0.5
